y_label,y_pred
1.0,0.9939414262771606
1.0,0.8917776346206665
0.0,0.16850633919239044
0.0,0.03799142315983772
0.0,1.4755948996025836e-06
0.0,0.0009409331250935793
0.0,0.6998235583305359
0.0,0.0006622939254157245
1.0,0.03743668645620346
0.0,0.9998447895050049
1.0,0.9931801557540894
0.0,0.9683996438980103
1.0,0.5661874413490295
1.0,0.8100736141204834
1.0,5.4012369218980893e-05
1.0,0.9704111814498901
1.0,0.999228835105896
1.0,0.7867187261581421
1.0,0.676487922668457
1.0,0.9999762773513794
1.0,0.9889488220214844
1.0,0.999700665473938
1.0,0.9981049299240112
1.0,0.9905669093132019
1.0,0.9713544249534607
0.0,2.630129711178597e-05
0.0,9.13787298486568e-05
0.0,7.4599315667001065e-06
0.0,0.03676693141460419
1.0,0.8617704510688782
1.0,0.5577320456504822
1.0,0.00019686753512360156
0.0,0.3663320541381836
0.0,0.9285878539085388
0.0,0.030647166073322296
1.0,0.9996812343597412
0.0,0.9983966946601868
0.0,0.17866331338882446
1.0,0.7572301626205444
0.0,0.00015414421795867383
1.0,0.9999831914901733
1.0,0.5025481581687927
0.0,0.7685045599937439
1.0,0.4463667571544647
0.0,0.07461176067590714
1.0,0.9944599866867065
1.0,0.9757039546966553
0.0,8.127086766762659e-05
1.0,0.11842000484466553
1.0,0.9972445964813232
1.0,0.9989110231399536
0.0,0.9253902435302734
1.0,0.8472037315368652
1.0,0.9999804496765137
0.0,0.008929670788347721
1.0,0.00490942457690835
0.0,0.001218734192661941
0.0,3.703885056438594e-07
1.0,0.9925565719604492
0.0,0.03549148887395859
0.0,4.404615083331009e-06
1.0,0.9987010955810547
1.0,0.04491807892918587
1.0,0.16216067969799042
1.0,0.9988503456115723
1.0,0.9959558248519897
0.0,0.006505101919174194
1.0,0.0005340518546290696
0.0,0.5477168560028076
0.0,0.5285950303077698
0.0,0.33429303765296936
0.0,0.014172892086207867
1.0,0.06282158195972443
0.0,1.3163513358449563e-05
1.0,0.9999659061431885
1.0,0.6349136829376221
0.0,0.0006319856620393693
1.0,0.05220440402626991
1.0,0.8405674695968628
1.0,0.00012935830454807729
1.0,0.9997190833091736
0.0,0.14534448087215424
0.0,0.5922331213951111
1.0,0.00837333220988512
1.0,0.9994757771492004
0.0,0.9335666298866272
1.0,0.9997000694274902
1.0,0.9991021156311035
0.0,0.0008681327453814447
1.0,0.9998867511749268
1.0,0.9988014698028564
0.0,0.0002991642104461789
0.0,0.027843693271279335
0.0,0.7077177166938782
0.0,2.4438564651063643e-05
0.0,0.1493692845106125
1.0,0.11365872621536255
0.0,0.009146996773779392
0.0,0.02689230628311634
1.0,0.2542147934436798
1.0,0.6913425326347351
1.0,0.999815046787262
1.0,0.9998470544815063
1.0,0.9009721279144287
1.0,0.9999245405197144
0.0,4.559442913887324e-06
1.0,0.5816031098365784
1.0,0.9076586961746216
1.0,0.5930578112602234
1.0,0.9177929162979126
0.0,8.695748692844063e-05
0.0,0.9838860034942627
1.0,0.9815493226051331
0.0,0.5851492285728455
0.0,1.3151768143870868e-05
0.0,2.91139099317661e-06
1.0,0.7915185689926147
0.0,0.16500753164291382
1.0,0.9999531507492065
1.0,0.9819709658622742
1.0,0.9977675676345825
0.0,0.00021215401648078114
0.0,0.024791698902845383
0.0,0.9930516481399536
0.0,8.750365054766007e-07
1.0,0.22407938539981842
1.0,0.999971866607666
0.0,0.8028516173362732
1.0,0.9994581341743469
0.0,0.9581748247146606
0.0,0.9999774694442749
0.0,4.921495565213263e-05
1.0,6.541047332575545e-05
0.0,0.8041964173316956
0.0,0.3708089590072632
1.0,0.9981968998908997
0.0,2.722850149439182e-05
0.0,0.9154921770095825
1.0,0.8749942183494568
0.0,0.06112540513277054
1.0,0.048215027898550034
0.0,0.0603819414973259
1.0,0.9991917014122009
1.0,0.9377228617668152
1.0,0.9985866546630859
0.0,0.027193637564778328
1.0,0.04604065790772438
1.0,0.0008227962534874678
0.0,0.9985895752906799
1.0,0.6348432898521423
0.0,1.3795234735880513e-05
1.0,0.9923015832901001
1.0,0.9998443126678467
0.0,0.8037925958633423
1.0,0.5894383192062378
1.0,0.9740737080574036
0.0,0.004044364672154188
1.0,0.979694664478302
0.0,0.00014197354903444648
1.0,0.9999113082885742
1.0,0.9985175728797913
1.0,0.9987010955810547
